244.632 4.48833e-16
247.963 4.60549e-16
250.990 4.67718e-16
254.016 4.55775e-16
257.342 4.30585e-16
259.761 4.04697e-16
262.481 3.76456e-16
264.896 3.29145e-16
267.918 2.99915e-16
271.848 2.74692e-16
274.269 2.70459e-16
278.204 2.73250e-16
281.233 2.86236e-16
284.871 3.14101e-16
290.632 3.80200e-16
295.789 4.69818e-16
300.642 5.68693e-16
305.796 6.67372e-16
310.645 7.51481e-16
316.706 8.59387e-16
322.766 9.72688e-16
327.007 1.01890e-15
330.943 1.05634e-15
336.090 1.07830e-15
341.538 1.07266e-15
345.168 1.01337e-15
350.006 9.32934e-16
355.450 8.58878e-16
359.078 7.86649e-16
360.890 7.27994e-16
363.305 6.43112e-16
364.811 5.53653e-16
367.223 4.59710e-16
369.029 3.79744e-16
371.138 3.18584e-16
373.552 2.77112e-16
375.365 2.59112e-16
379.602 2.57761e-16
383.540 2.70007e-16
387.174 2.79930e-16
391.717 2.93227e-16
396.259 3.04000e-16
403.221 3.05541e-16
410.787 2.96185e-16
416.535 2.79805e-16
421.374 2.57596e-16
428.025 2.22894e-16
432.256 1.96900e-16
436.184 1.71264e-16
439.809 1.49738e-16
443.734 1.23050e-16
447.054 1.03230e-16
449.768 8.48331e-17
451.877 7.04391e-17
454.284 5.27479e-17
456.693 4.20252e-17
458.496 3.26290e-17
459.699 2.79457e-17
461.803 2.13638e-17
463.605 1.63322e-17
465.110 1.37020e-17
465.708 1.19803e-17
466.909 9.99920e-18
468.718 8.69760e-18
470.527 7.52647e-18
472.034 6.68342e-18
475.355 5.66513e-18
477.468 5.08275e-18
