2.121 6.56E-01
2.147 7.55E-01
2.177 8.53E-01
2.210 1.05E+00
2.248 1.25E+00
2.286 1.75E+00
2.329 2.14E+00
2.375 2.74E+00
2.410 3.74E+00
2.447 5.34E+00
2.489 8.23E+00
2.523 1.17E+01
2.560 1.58E+01
2.589 1.98E+01
2.617 2.42E+01
2.645 2.82E+01
2.662 3.15E+01
2.680 3.50E+01
2.698 3.94E+01
2.714 4.31E+01
2.730 4.88E+01
2.746 5.31E+01
2.757 5.64E+01
2.769 6.08E+01
2.778 6.53E+01
2.786 6.92E+01
2.792 7.36E+01
2.801 7.69E+01
2.808 7.94E+01
2.816 8.19E+01
2.825 8.42E+01
2.831 8.65E+01
2.838 8.80E+01
2.847 9.00E+01
2.856 9.22E+01
2.867 9.35E+01
2.878 9.46E+01
2.894 9.52E+01
2.908 9.58E+01
2.919 9.65E+01
2.931 9.74E+01
2.943 9.87E+01
2.955 9.96E+01
2.969 1.00E+02
2.981 9.97E+01
2.991 9.89E+01
2.998 9.67E+01
3.015 9.29E+01
3.028 8.77E+01
3.037 8.30E+01
3.045 7.93E+01
3.047 7.47E+01
3.060 6.85E+01
3.068 6.46E+01
3.080 5.89E+01
3.083 5.06E+01
3.083 5.43E+01
3.088 4.72E+01
3.098 4.33E+01
3.103 3.91E+01
3.109 3.56E+01
3.114 3.13E+01
3.122 2.69E+01
3.124 2.32E+01
3.132 1.96E+01
3.143 1.64E+01
3.148 1.38E+01
3.159 1.12E+01
3.170 8.31E+00
3.186 6.21E+00
3.211 4.41E+00
3.234 2.61E+00
3.280 1.11E+00
