377.985 0.0111448
383.384 0.0261407
386.080 0.0441281
389.115 0.0621162
391.136 0.0830993
392.479 0.112073
393.824 0.138050
394.493 0.164025
395.836 0.195996
396.841 0.231962
397.170 0.268926
398.173 0.312884
398.838 0.355842
399.506 0.390809
400.171 0.432768
401.513 0.471732
402.180 0.505699
402.172 0.542662
402.499 0.588617
404.174 0.645564
405.178 0.684527
406.852 0.747467
407.179 0.793422
408.183 0.830387
409.523 0.877343
411.199 0.929294
413.554 0.967261
414.562 0.989241
415.910 0.997236
417.598 1.00024
419.624 0.996244
421.314 0.987256
423.005 0.974273
424.695 0.965285
426.385 0.958296
428.412 0.952306
430.777 0.946316
432.467 0.935331
434.158 0.922347
435.514 0.900372
436.869 0.880394
437.885 0.865411
438.903 0.842436
440.259 0.819462
441.615 0.794490
442.634 0.768518
443.992 0.735553
445.014 0.691599
446.374 0.652641
447.734 0.607688
449.770 0.563736
451.466 0.530773
454.176 0.487821
456.890 0.430883
459.600 0.393926
462.648 0.349976
465.694 0.315017
468.741 0.282056
473.814 0.242106
478.888 0.198160
484.299 0.158211
491.398 0.117266
498.158 0.0823141
506.605 0.0533599
514.374 0.0373914
522.141 0.0274169
532.271 0.0214431
542.400 0.0174674
551.516 0.0124906
560.970 0.0105114
569.411 0.00853030
577.513 0.00754749
584.604 0.00656265
