1.784 1.12E+22
1.797 4.43E+21
1.810 1.75E+21
1.823 6.93E+20
1.837 2.74E+20
1.851 1.08E+20
1.864 4.29E+19
1.879 1.70E+19
1.893 6.71E+18
1.907 2.65E+18
1.922 1.05E+18
1.937 4.15E+17
1.953 1.64E+17
1.968 6.50E+16
1.984 2.57E+16
2.000 1.02E+16
2.016 4.02E+15
2.033 1.59E+15
2.049 6.30E+14
2.066 2.49E+14
2.084 9.85E+13
2.101 3.90E+13
2.119 1.54E+13
2.138 6.10E+12
2.156 2.41E+12
2.175 9.54E+11
2.194 3.77E+11
2.214 1.49E+11
2.234 5.91E+10
2.254 2.34E+10
2.275 9.24E+09
2.296 3.66E+09
2.317 1.45E+09
2.339 5.72E+08
2.362 2.26E+08
2.384 8.95E+07
2.407 3.54E+07
2.431 1.40E+07
2.455 5.54E+06
2.480 2.19E+06
2.505 8.67E+05
2.530 3.43E+05
2.556 1.36E+05
2.583 5.37E+04
2.610 2.12E+04
2.638 8.40E+03
2.666 3.32E+03
2.695 1.31E+03
2.725 5.20E+02
2.755 2.06E+02
2.786 8.13E+01
2.818 3.22E+01
2.850 1.27E+01
2.883 5.03E+00
2.917 1.99E+00
2.952 7.87E-01
2.988 3.12E-01
3.024 1.18E-01
3.061 4.26E-02
3.100 2.39E-02
3.139 1.98E-02
3.179 2.80E-02
3.220 3.18E-02
3.263 2.25E-02
3.306 1.79E-02
3.351 2.31E-02
3.397 2.32E-02
3.444 1.08E-02
3.493 6.94E-03
3.542 5.93E-03
3.594 5.40E-03
3.647 4.63E-03
3.701 4.19E-03
3.757 4.19E-03
3.815 4.20E-03
3.875 4.27E-03
3.936 4.63E-03
3.999 5.19E-03
4.065 5.93E-03
4.133 7.19E-03
4.203 8.54E-03
4.275 1.07E-02
4.350 1.30E-02
4.428 1.50E-02
4.509 1.44E-02
4.592 9.35E-03
4.679 4.07E-03
4.769 2.90E-03
4.862 3.43E-03
4.959 4.07E-03
5.061 5.14E-03
5.166 6.53E-03
5.276 6.84E-03
5.391 5.33E-03
5.510 4.78E-03
5.636 4.57E-03
5.767 4.38E-03
5.904 4.19E-03
6.048 4.03E-03
6.199 3.87E-03
