384.698 0.0234165
392.828 0.0956417
399.686 0.248200
402.529 0.420871
405.380 0.601574
409.596 0.806363
413.748 0.938862
417.813 0.974975
421.874 1.00000
425.877 0.974910
429.895 0.958813
433.916 0.946733
439.256 0.906528
441.880 0.834217
444.506 0.765921
447.115 0.677545
451.057 0.577110
457.669 0.456573
464.284 0.340052
472.280 0.263681
480.294 0.207391
488.297 0.139052
498.999 0.0827405
513.748 0.0424606
531.203 0.0222397
544.640 0.0181157
562.109 0.0139592
580.919 0.00577585
609.141 0.00153303
